id,name,state,min_x,min_y,max_x,max_y
689,Waabs,Schleswig-Holstein,9.752239738,54.40021726,10.18198599,54.65758609
690,Windeby,Schleswig-Holstein,9.590102304,54.34379749,9.978221015,54.58166585
691,Winnemark,Schleswig-Holstein,9.750297792,54.50486172,10.12350828,54.72659047
692,Arpsdorf,Schleswig-Holstein,9.661172074,53.919367,10.04979982,54.13583277
693,Aukrug,Schleswig-Holstein,9.550368379,53.95362258,10.01316417,54.20229702
694,Beldorf,Schleswig-Holstein,9.152012127,54.00799394,9.528295729,54.23769245
695,Bendorf,Schleswig-Holstein,9.158599706,53.97375976,9.595987725,54.25554547
696,Beringstedt,Schleswig-Holstein,9.355216905,54.0012718,9.71737096,54.244824
697,Bornholt,Schleswig-Holstein,9.15569783,53.97501017,9.505045948,54.20818947
698,Ehndorf,Schleswig-Holstein,9.662625021,53.93867155,10.0844127,54.15931998
699,Gokels,Schleswig-Holstein,9.28617178,53.99781129,9.658121085,54.22154285
700,Grauel,Schleswig-Holstein,9.48959314,53.9571589,9.858522912,54.17028321
701,Hanerau-Hademarschen,Schleswig-Holstein,9.225366395,54.02000945,9.607823951,54.25584455
702,Heinkenborstel,Schleswig-Holstein,9.575425336,54.01982103,9.93965261,54.23452133
703,Hohenwestedt,Schleswig-Holstein,9.450917206,53.98174586,9.877930685,54.20035009
704,Jahrsdorf,Schleswig-Holstein,9.449978273,53.95802543,9.813070583,54.16676453
705,Lütjenwestedt,Schleswig-Holstein,9.295173826,54.03249289,9.678786359,54.28627252
706,Meezen,Schleswig-Holstein,9.527861104,53.95266951,9.899527685,54.16544287
707,Mörel,Schleswig-Holstein,9.560001364,54.00769058,9.940781236,54.21864438
708,Nienborstel,Schleswig-Holstein,9.416021391,54.0216309,9.813911575,54.26058395
709,Nindorf,Schleswig-Holstein,9.504451951,54.02187042,9.886111165,54.23922343
710,Oldenbüttel,Schleswig-Holstein,9.269845516,54.05831152,9.614459702,54.28918441
711,Osterstedt,Schleswig-Holstein,9.402970981,53.99761398,9.771440564,54.218881
712,Padenstedt,Schleswig-Holstein,9.732315243,53.9202978,10.10940835,54.14347306
713,Rade b.Hohenwestedt,Schleswig-Holstein,9.54964335,54.00274682,9.899422655,54.20647699
714,Remmels,Schleswig-Holstein,9.462800901,54.01366159,9.825287755,54.23608862
715,Seefeld,Schleswig-Holstein,9.323092917,53.99547705,9.669756816,54.21989815
716,Steenfeld,Schleswig-Holstein,9.206326517,54.0241424,9.579757334,54.25670103
717,Tackesdorf,Schleswig-Holstein,9.306508803,54.06862183,9.661394225,54.28699438
718,Tappendorf,Schleswig-Holstein,9.511962339,53.99726026,9.892945685,54.20634063
719,Thaden,Schleswig-Holstein,9.24334246,53.97236675,9.606211547,54.20690161
720,Todenbüttel,Schleswig-Holstein,9.369251355,54.02814565,9.746933577,54.24917549
721,Wapelfeld,Schleswig-Holstein,9.427909467,53.97693974,9.783604274,54.19071166
722,Kappeln,Schleswig-Holstein,9.715561425,54.53642474,10.19186887,54.7908398
723,Schleswig,Schleswig-Holstein,9.356066129,54.40194932,9.759956447,54.63542781
724,Glücksburg (Ostsee),Schleswig-Holstein,9.335671919,54.72156383,9.7696729,54.96741844
725,Harrislee,Schleswig-Holstein,9.188770223,54.69122608,9.578558518,54.93258201
726,Handewitt,Schleswig-Holstein,9.090275981,54.61287417,9.607194953,54.90171769
727,Eggebek,Schleswig-Holstein,9.165158705,54.50864559,9.55757882,54.73422016
728,Janneby,Schleswig-Holstein,9.103393268,54.51775323,9.481391311,54.74583808
729,Jerrishoe,Schleswig-Holstein,9.157895742,54.54915468,9.557896536,54.77530471
730,Jörl,Schleswig-Holstein,9.052927693,54.50132855,9.472568309,54.74664508
731,Langstedt,Schleswig-Holstein,9.188925668,54.49619178,9.594284834,54.72471674
732,Sollerup,Schleswig-Holstein,9.130669013,54.45783301,9.501296952,54.69997405
733,Süderhackstedt,Schleswig-Holstein,9.097196261,54.48151255,9.46945492,54.69196455
734,Wanderup,Schleswig-Holstein,9.104566157,54.56155224,9.526398259,54.80327504
735,Borgwedel,Schleswig-Holstein,9.472291275,54.38638158,9.829477909,54.60180759
736,Busdorf,Schleswig-Holstein,9.376003532,54.38337351,9.735916532,54.59426921
737,Dannewerk,Schleswig-Holstein,9.283031982,54.36146989,9.691641451,54.59482482
738,Fahrdorf,Schleswig-Holstein,9.413210303,54.38469894,9.787690397,54.60153054
739,Geltorf,Schleswig-Holstein,9.43817395,54.35265104,9.795888104,54.56840622
740,Jagel,Schleswig-Holstein,9.353993373,54.34037114,9.72163488,54.56468522
741,Lottorf,Schleswig-Holstein,9.40472592,54.34360424,9.751293579,54.54948493
742,Selk,Schleswig-Holstein,9.391371126,54.35131787,9.77363099,54.57808446
743,Tastrup,Schleswig-Holstein,9.305387485,54.65863985,9.651944292,54.86208672
744,Ausacker,Schleswig-Holstein,9.390076312,54.62568585,9.759644264,54.83881837
745,Großsolt,Schleswig-Holstein,9.308690898,54.57957229,9.750843787,54.81696318
746,Hürup,Schleswig-Holstein,9.337207567,54.63950187,9.722110245,54.86259111
747,Husby,Schleswig-Holstein,9.3976038,54.65025874,9.781662937,54.88595059
748,Maasbüll,Schleswig-Holstein,9.346825696,54.67885538,9.717531985,54.88769219
749,Freienwill,Schleswig-Holstein,9.29628,54.61217202,9.70331091,54.84302365
750,Arnis,Schleswig-Holstein,9.770381622,54.53779184,10.09194131,54.72448336
751,Grödersby,Schleswig-Holstein,9.739144215,54.53649156,10.08716419,54.74307804
752,Oersberg,Schleswig-Holstein,9.662746217,54.56789582,10.02588213,54.78016794
753,Rabenkirchen-Faulück,Schleswig-Holstein,9.673405283,54.52894145,10.06687162,54.75212595
754,Dollerup,Schleswig-Holstein,9.491638577,54.66668213,9.872843884,54.89502913
755,Grundhof,Schleswig-Holstein,9.450724312,54.66242049,9.822566924,54.88824378
756,Langballig,Schleswig-Holstein,9.457895886,54.69266026,9.822771673,54.91825554
757,Munkbrarup,Schleswig-Holstein,9.397602097,54.70143786,9.788788141,54.92055351
758,Ringsberg,Schleswig-Holstein,9.411843529,54.69941828,9.771764842,54.9120518
759,Wees,Schleswig-Holstein,9.345117592,54.69953126,9.724914525,54.91446968
760,Westerholz,Schleswig-Holstein,9.504702511,54.70429036,9.882625529,54.91187544
761,Sieverstedt,Schleswig-Holstein,9.267612237,54.51742866,9.663759396,54.76955673
762,Tarp,Schleswig-Holstein,9.210771478,54.53213484,9.587328045,54.79136449
763,Oeversee,Schleswig-Holstein,9.211435544,54.58461864,9.640667038,54.84122781
764,Schnarup-Thumby,Schleswig-Holstein,9.461269918,54.54376646,9.832688506,54.7663673
765,Sörup,Schleswig-Holstein,9.439159599,54.59792818,9.872429493,54.8515649
766,Mittelangeln,Schleswig-Holstein,9.375327039,54.54717479,9.834401328,54.80608063
767,Böxlund,Schleswig-Holstein,9.005895262,54.7415296,9.343297437,54.95601716
768,Großenwiehe,Schleswig-Holstein,9.062969377,54.56738974,9.459531302,54.83066322
769,Hörup,Schleswig-Holstein,8.916093301,54.62427749,9.292828929,54.85875518
770,Holt,Schleswig-Holstein,8.922877688,54.69250538,9.320728403,54.91890788
771,Jardelund,Schleswig-Holstein,9.02405795,54.7218052,9.400217433,54.95087834
772,Medelby,Schleswig-Holstein,8.993286778,54.69808031,9.361062399,54.92321283
773,Meyn,Schleswig-Holstein,9.040336664,54.64701819,9.433178925,54.85890383
774,Nordhackstedt,Schleswig-Holstein,8.981016405,54.62570604,9.3517588,54.84027652
775,Osterby,Schleswig-Holstein,9.013062799,54.69182999,9.405338906,54.90656081
776,Schafflund,Schleswig-Holstein,8.952336816,54.65815413,9.362719577,54.87790978
777,Wallsbüll,Schleswig-Holstein,9.007249392,54.66927785,9.429231886,54.891756
778,Weesby,Schleswig-Holstein,8.949451068,54.72861057,9.328951319,54.96328723
779,Lindewitt,Schleswig-Holstein,8.908802537,54.55757365,9.412599356,54.82950317
780,Böel,Schleswig-Holstein,9.503254747,54.53590895,9.900186828,54.75706794
781,Loit,Schleswig-Holstein,9.529409996,54.50247443,9.882840251,54.7141671
782,Mohrkirch,Schleswig-Holstein,9.507742836,54.56773416,9.897679694,54.787603
783,Norderbrarup,Schleswig-Holstein,9.579228048,54.55139714,9.947031807,54.75641636
784,Nottfeld,Schleswig-Holstein,9.589238026,54.5153967,9.936723027,54.71509552
785,Rügge,Schleswig-Holstein,9.579731179,54.58311478,9.954150382,54.78770823
786,Saustrup,Schleswig-Holstein,9.570500935,54.55819387,9.949241015,54.7725158
787,Scheggerott,Schleswig-Holstein,9.63582799,54.5580758,9.991819146,54.78028244
788,Steinfeld,Schleswig-Holstein,9.561586731,54.49411277,9.925768633,54.71030942
789,Süderbrarup,Schleswig-Holstein,9.533214498,54.52771755,9.996467573,54.73899494
790,Ulsnis,Schleswig-Holstein,9.558542972,54.45318221,9.952234931,54.69417906
791,Wagersrott,Schleswig-Holstein,9.622988141,54.55569762,9.971209017,54.76773093
792,Boren,Schleswig-Holstein,9.61149061,54.48829038,10.03931374,54.73192705
793,Böklund,Schleswig-Holstein,9.393580033,54.50505982,9.780220024,54.71274376
794,Havetoft,Schleswig-Holstein,9.321540592,54.53989507,9.704888839,54.7747374
795,Idstedt,Schleswig-Holstein,9.326094769,54.46157296,9.703775875,54.68795569
796,Klappholz,Schleswig-Holstein,9.342190106,54.51895184,9.713651507,54.7311197
797,Neuberend,Schleswig-Holstein,9.350593159,54.45062667,9.703284678,54.65606669
798,Schaalby,Schleswig-Holstein,9.432696425,54.42339915,9.841693388,54.65700598
799,Stolk,Schleswig-Holstein,9.302415264,54.49195526,9.727805677,54.70613557
800,Struxdorf,Schleswig-Holstein,9.442667583,54.51493279,9.823584624,54.75717832
801,Süderfahrenstedt,Schleswig-Holstein,9.372019189,54.47548713,9.777786605,54.69223196
802,Taarstedt,Schleswig-Holstein,9.499759942,54.46225964,9.878626869,54.685201
803,Tolk,Schleswig-Holstein,9.457820443,54.47384428,9.817512183,54.69817504
804,Uelsby,Schleswig-Holstein,9.397950674,54.5252811,9.778126627,54.74095438
805,Twedt,Schleswig-Holstein,9.487655374,54.48122596,9.854343598,54.71955421
806,Nübel,Schleswig-Holstein,9.374359073,54.44810845,9.779411836,54.67605137
807,Brodersby-Goltoft,Schleswig-Holstein,9.517946925,54.42932856,9.892880566,54.65517198
808,Ahneby,Schleswig-Holstein,9.555658797,54.60499725,9.903841717,54.8052726
809,Esgrus,Schleswig-Holstein,9.616164371,54.59636102,10.00794786,54.83374064
810,Gelting,Schleswig-Holstein,9.714196427,54.62908894,10.09772556,54.86159974
811,Hasselberg,Schleswig-Holstein,9.765277147,54.60559055,10.14416832,54.82783313
812,Kronsgaard,Schleswig-Holstein,9.783625427,54.63488007,10.14069277,54.84882915
813,Maasholm,Schleswig-Holstein,9.813823362,54.59210259,10.19073977,54.8145876
814,Nieby,Schleswig-Holstein,9.744946755,54.67473223,10.11860335,54.88971874
815,Niesgrau,Schleswig-Holstein,9.625654238,54.6386949,10.02902084,54.85029752
816,Pommerby,Schleswig-Holstein,9.774271221,54.64518434,10.1325891,54.8603241
817,Rabel,Schleswig-Holstein,9.775740666,54.58391993,10.13799119,54.79812538
818,Rabenholz,Schleswig-Holstein,9.73017776,54.59914049,10.07932814,54.8200119
819,Stangheck,Schleswig-Holstein,9.661997258,54.61099453,10.04235696,54.83258532
820,Steinberg,Schleswig-Holstein,9.612181277,54.65104305,9.987548505,54.88699383
821,Sterup,Schleswig-Holstein,9.545309295,54.60638829,9.949975748,54.83679434
822,Stoltebüll,Schleswig-Holstein,9.670333368,54.57611022,10.06195237,54.81012303
823,Steinbergkirche,Schleswig-Holstein,9.535979568,54.64403687,9.946789268,54.89648714
824,Bollingstedt,Schleswig-Holstein,9.212412397,54.4737225,9.637663091,54.70889959
825,Ellingstedt,Schleswig-Holstein,9.202841848,54.36459,9.60906593,54.59637583
826,Hollingstedt,Schleswig-Holstein,9.1603073,54.35233509,9.544627283,54.58432565
827,Hüsby,Schleswig-Holstein,9.269018148,54.38579585,9.670963075,54.60145932
828,Jübek,Schleswig-Holstein,9.200247617,54.44666121,9.609746567,54.66131928
829,Lürschau,Schleswig-Holstein,9.272715398,54.43545074,9.699832422,54.65553829
830,Schuby,Schleswig-Holstein,9.251823582,54.40352299,9.680294786,54.63078523
831,Silberstedt,Schleswig-Holstein,9.161790116,54.38613277,9.572237803,54.67733502
832,Treia,Schleswig-Holstein,9.12630368,54.38668773,9.509642067,54.64402448
833,Alt Bennebek,Schleswig-Holstein,9.203372703,54.2724303,9.644623761,54.4803203
834,Bergenhusen,Schleswig-Holstein,9.103587883,54.25718946,9.513584284,54.4870743
835,Börm,Schleswig-Holstein,9.172181695,54.2928883,9.596719029,54.51730211
836,Dörpstedt,Schleswig-Holstein,9.144497924,54.32321679,9.561624616,54.54193577
837,Erfde,Schleswig-Holstein,9.106640835,54.18510128,9.543909432,54.4371822
838,Groß Rheide,Schleswig-Holstein,9.170983263,54.3304784,9.618882054,54.55017189
839,Klein Bennebek,Schleswig-Holstein,9.195156119,54.2788155,9.651669397,54.51509499
840,Klein Rheide,Schleswig-Holstein,9.30138433,54.33126725,9.672691843,54.55547174
841,Kropp,Schleswig-Holstein,9.330519629,54.27402215,9.718971366,54.53493188
842,Meggerdorf,Schleswig-Holstein,9.160368552,54.20953121,9.568825912,54.46261047
843,Tetenhusen,Schleswig-Holstein,9.254029808,54.2468751,9.717122911,54.46207245
844,Tielen,Schleswig-Holstein,9.142211723,54.18194845,9.559953666,54.39933502
845,Wohlde,Schleswig-Holstein,9.110946341,54.29229428,9.498669643,54.51987133
846,Stapel,Schleswig-Holstein,9.019511622,54.22605399,9.463355265,54.47564047
847,Bad Bramstedt,Schleswig-Holstein,9.70043774,53.79764563,10.10491201,54.0338929
848,Bad Segeberg,Schleswig-Holstein,10.11549937,53.82806494,10.52538385,54.06252188
849,Ellerau,Schleswig-Holstein,9.741655593,53.65856474,10.11688693,53.86193476
850,Henstedt-Ulzburg,Schleswig-Holstein,9.77514554,53.65591199,10.24631988,53.90563039
851,Kaltenkirchen,Schleswig-Holstein,9.712442533,53.71273833,10.14023371,53.9477407
852,Norderstedt,Schleswig-Holstein,9.783509586,53.55795295,10.22470692,53.8489965
853,Wahlstedt,Schleswig-Holstein,9.998826295,53.8441177,10.39067144,54.06381588
854,Armstedt,Schleswig-Holstein,9.671771933,53.86227819,10.04340114,54.07329561
855,Bimöhlen,Schleswig-Holstein,9.763309274,53.82003477,10.19149352,54.04073785
856,Borstel,Schleswig-Holstein,9.62436033,53.86725968,9.973895859,54.07351433
857,Föhrden-Barl,Schleswig-Holstein,9.604809067,53.81991832,9.986362967,54.02794461
858,Fuhlendorf,Schleswig-Holstein,9.699912177,53.84091555,10.06874056,54.04625584
859,Großenaspe,Schleswig-Holstein,9.748607351,53.84814709,10.21423894,54.11242164
860,Hagen,Schleswig-Holstein,9.649216852,53.83504509,10.01969002,54.0511109
861,Hardebek,Schleswig-Holstein,9.701619784,53.89288655,10.07172501,54.10016651
862,Hasenkrug,Schleswig-Holstein,9.673914373,53.88924433,10.0291361,54.10130088
863,Heidmoor,Schleswig-Holstein,9.641348707,53.72745026,10.02601942,53.97462964
864,Hitzhusen,Schleswig-Holstein,9.668898766,53.8163157,10.03021889,54.0294132
865,Mönkloh,Schleswig-Holstein,9.599339354,53.77088916,9.965480102,54.00224143
866,Weddelbrook,Schleswig-Holstein,9.611626051,53.78989061,10.00971832,54.00850038
867,Wiemersdorf,Schleswig-Holstein,9.719863318,53.8493885,10.10898728,54.07714879
868,Bornhöved,Schleswig-Holstein,10.04510631,53.93813763,10.42201485,54.18010474
869,Damsdorf,Schleswig-Holstein,10.13280655,53.96473374,10.50844704,54.16985999
870,Gönnebek,Schleswig-Holstein,9.97057309,53.94099161,10.36997287,54.16022676
871,Schmalensee,Schleswig-Holstein,10.10336405,53.96948078,10.4591342,54.19003201
872,Stocksee,Schleswig-Holstein,10.14935088,53.98135081,10.51259115,54.19751828
873,Tarbek,Schleswig-Holstein,10.08827869,53.93322534,10.44777065,54.15331612
874,Tensfeld,Schleswig-Holstein,10.12962735,53.93477678,10.4917019,54.14894559
875,Trappenkamp,Schleswig-Holstein,10.0478728,53.94047278,10.38685991,54.14214964
876,Itzstedt,Schleswig-Holstein,9.984851896,53.69809462,10.34648961,53.90798804
877,Kayhude,Schleswig-Holstein,9.954632022,53.6558717,10.29765362,53.86440088
878,Nahe,Schleswig-Holstein,9.960692122,53.68179465,10.30885624,53.91181203
879,Oering,Schleswig-Holstein,9.957681804,53.720646,10.32367722,53.93060321
880,Seth,Schleswig-Holstein,9.976393748,53.74603153,10.34889772,53.96027375
881,Sülfeld,Schleswig-Holstein,10.00971313,53.69198115,10.42199809,53.94510698
882,Alveslohe,Schleswig-Holstein,9.716823903,53.67485384,10.12214817,53.90652341
883,Hartenholm,Schleswig-Holstein,9.884652437,53.78335449,10.25949561,54.00871188
884,Hasenmoor,Schleswig-Holstein,9.799412972,53.79579722,10.19855473,54.02497443
885,Lentföhrden,Schleswig-Holstein,9.674687217,53.75788499,10.09666319,53.99011403
886,Nützen,Schleswig-Holstein,9.704736109,53.73516087,10.12758842,53.97013054
887,Schmalfeld,Schleswig-Holstein,9.786787598,53.76600408,10.17942011,53.99190044
888,Hüttblek,Schleswig-Holstein,9.900391014,53.73858415,10.23967074,53.93478044
889,Kattendorf,Schleswig-Holstein,9.848243539,53.74100558,10.23268917,53.95758716
890,Kisdorf,Schleswig-Holstein,9.826179933,53.70398855,10.26513381,53.92347657
891,Oersdorf,Schleswig-Holstein,9.824715354,53.73771052,10.16696656,53.95112527
892,Sievershütten,Schleswig-Holstein,9.927409681,53.73123824,10.2856787,53.94933214
893,Struvenhütten,Schleswig-Holstein,9.869438146,53.75777219,10.25392545,53.97690817
894,Stuvenborn,Schleswig-Holstein,9.945493012,53.75128215,10.29673206,53.96492626
895,Wakendorf II,Schleswig-Holstein,9.894076264,53.67300169,10.27008219,53.89470571
896,Winsen,Schleswig-Holstein,9.838648918,53.73245388,10.19028023,53.92991949
897,Bark,Schleswig-Holstein,9.94819055,53.80073137,10.37619456,54.06564957
898,Bebensee,Schleswig-Holstein,10.12294512,53.77567323,10.48074888,53.98104687
899,Fredesdorf,Schleswig-Holstein,10.00533685,53.76780862,10.36712549,53.97619146
900,Groß Niendorf,Schleswig-Holstein,10.05553546,53.73479443,10.42261886,53.95219077
901,Högersdorf,Schleswig-Holstein,10.08974651,53.81878173,10.45549708,54.02371778
902,Kükels,Schleswig-Holstein,10.05138357,53.79118713,10.40428404,54.00344643
903,Leezen,Schleswig-Holstein,10.04189973,53.75807672,10.43379684,53.98087313
904,Mözen,Schleswig-Holstein,10.08282851,53.79863005,10.43571619,54.01258573
905,Neversdorf,Schleswig-Holstein,10.10827962,53.75593444,10.47065765,53.96222794
906,Schwissel,Schleswig-Holstein,10.12000784,53.79913757,10.46552181,54.00347717
907,Todesfelde,Schleswig-Holstein,9.934390538,53.7792846,10.35805955,53.99263666
908,Wittenborn,Schleswig-Holstein,10.05002074,53.82075761,10.39350693,54.03308077
909,Boostedt,Schleswig-Holstein,9.814667463,53.87559229,10.21990344,54.12594851
910,Daldorf,Schleswig-Holstein,10.05889883,53.9025713,10.44673639,54.13017755
911,Groß Kummerfeld,Schleswig-Holstein,9.862837042,53.91493359,10.29997418,54.14868226
912,Heidmühlen,Schleswig-Holstein,9.876861633,53.8399559,10.29267553,54.07739528
913,Latendorf,Schleswig-Holstein,9.887469353,53.88504521,10.27973799,54.11029717
914,Rickling,Schleswig-Holstein,9.963441156,53.87882619,10.38059744,54.12825758
915,Bahrenhof,Schleswig-Holstein,10.20536431,53.77826903,10.58417809,53.9775847
916,Blunk,Schleswig-Holstein,10.12974789,53.89609181,10.49131996,54.11985583
917,Bühnsdorf,Schleswig-Holstein,10.20511093,53.7848508,10.58555067,53.98452467
918,Dreggers,Schleswig-Holstein,10.17362226,53.78301432,10.51072716,53.97797148
919,Fahrenkrug,Schleswig-Holstein,10.08550924,53.83594522,10.42304925,54.05201189
920,Geschendorf,Schleswig-Holstein,10.26775819,53.81620525,10.62205252,54.02223472
921,Glasau,Schleswig-Holstein,10.33298003,53.92731477,10.71464692,54.16220455
922,Groß Rönnau,Schleswig-Holstein,10.13512774,53.8769971,10.50349861,54.08544072
923,Klein Gladebrügge,Schleswig-Holstein,10.14658128,53.81422922,10.50305389,54.01290629
924,Klein Rönnau,Schleswig-Holstein,10.15612832,53.86056621,10.50626256,54.06340259
925,Krems II,Schleswig-Holstein,10.16817978,53.88514628,10.54653841,54.10178376
926,Negernbötel,Schleswig-Holstein,10.05085095,53.87226828,10.45248866,54.09723185
927,Nehms,Schleswig-Holstein,10.15975115,53.90852252,10.54598015,54.13595385
928,Neuengörs,Schleswig-Holstein,10.18370536,53.78989649,10.59672322,54.00630847
929,Pronstorf,Schleswig-Holstein,10.29360431,53.82310441,10.70484723,54.07962701
930,Rohlstorf,Schleswig-Holstein,10.19562367,53.85415684,10.60668536,54.07398933
931,Schackendorf,Schleswig-Holstein,10.0868617,53.84499023,10.44324371,54.06896964
932,Schieren,Schleswig-Holstein,10.21165426,53.84173877,10.5873794,54.04221415
933,Seedorf,Schleswig-Holstein,10.17543413,53.92712571,10.66427867,54.17307021
934,Stipsdorf,Schleswig-Holstein,10.16983675,53.84586758,10.52214131,54.04339318
935,Strukdorf,Schleswig-Holstein,10.30811283,53.80938963,10.6625596,54.01961699
936,Travenhorst,Schleswig-Holstein,10.24892138,53.90720584,10.64103289,54.12380437
937,Traventhal,Schleswig-Holstein,10.15043781,53.79025939,10.49897259,53.99878443
938,Wakendorf I,Schleswig-Holstein,10.17792489,53.76343116,10.55230824,53.96515098
939,Weede,Schleswig-Holstein,10.17346844,53.80920165,10.61577181,54.03001136
940,Wensin,Schleswig-Holstein,10.22050187,53.87472705,10.61315947,54.11265818
941,Westerrade,Schleswig-Holstein,10.27794714,53.83558206,10.62713148,54.03949944
942,Buchholz (Forstgutsbez.),Schleswig-Holstein,9.882628431,53.81529473,10.34565793,54.06307997
943,Glückstadt,Schleswig-Holstein,9.238116553,53.6566758,9.604282101,53.90248371
944,Itzehoe,Schleswig-Holstein,9.317545012,53.81028776,9.732059513,54.05410973
945,Wilster,Schleswig-Holstein,9.198980042,53.82474708,9.54281224,54.0215507
946,Auufer,Schleswig-Holstein,9.516334324,53.80794816,9.857564984,54.02447105
947,Breitenberg,Schleswig-Holstein,9.472830747,53.82526335,9.812754158,54.02884971
948,Breitenburg,Schleswig-Holstein,9.337395662,53.78219528,9.801557676,54.00148235
949,Kollmoor,Schleswig-Holstein,9.429212045,53.82436195,9.77389286,54.02200688
950,Kronsmoor,Schleswig-Holstein,9.424231567,53.79754396,9.778596495,54.00708064
951,Lägerdorf,Schleswig-Holstein,9.392765473,53.77934822,9.753306522,53.98267123
952,Moordiek,Schleswig-Holstein,9.48595957,53.79949478,9.845148136,54.01520564
953,Münsterdorf,Schleswig-Holstein,9.360903634,53.79823195,9.713558224,54.0036372
954,Oelixdorf,Schleswig-Holstein,9.371918889,53.81700738,9.761650241,54.03998608
955,Westermoor,Schleswig-Holstein,9.444480581,53.79123028,9.822284654,54.01575291
956,Wittenbergen,Schleswig-Holstein,9.499385134,53.8252224,9.842906555,54.032533
957,Altenmoor,Schleswig-Holstein,9.394895592,53.66186795,9.7854357,53.86739089
958,Blomesche Wildnis,Schleswig-Holstein,9.244703777,53.69900639,9.640698804,53.91332032
959,Borsfleth,Schleswig-Holstein,9.243175182,53.71695642,9.63090236,53.93759466
960,Engelbrechtsche Wildnis,Schleswig-Holstein,9.288095338,53.67738756,9.642251758,53.88295614
961,Herzhorn,Schleswig-Holstein,9.305539493,53.67063118,9.70724191,53.8855488
962,Hohenfelde,Schleswig-Holstein,9.42098008,53.73568206,9.827067874,53.96342653
963,Horst (Holstein),Schleswig-Holstein,9.41127365,53.68180805,9.825068497,53.9308245
964,Kiebitzreihe,Schleswig-Holstein,9.409957281,53.67513948,9.779217525,53.88196571
965,Krempdorf,Schleswig-Holstein,9.296893289,53.71838315,9.658976097,53.92372119
966,Neuendorf b.Elmshorn,Schleswig-Holstein,9.344216792,53.61981121,9.734706126,53.85101639
967,Sommerland,Schleswig-Holstein,9.348195123,53.67841359,9.743730276,53.9233832
968,Kollmar,Schleswig-Holstein,9.281742789,53.63008597,9.702372119,53.85735597
969,Bekdorf,Schleswig-Holstein,9.242601751,53.84040207,9.585993683,54.03144798
970,Bekmünde,Schleswig-Holstein,9.279122774,53.83209913,9.617883269,54.02917122
971,Drage,Schleswig-Holstein,9.331717368,53.90629956,9.740046712,54.11646961
972,Heiligenstedten,Schleswig-Holstein,9.287791162,53.81281208,9.641867083,54.0399505
973,Heiligenstedtenerkamp,Schleswig-Holstein,9.304668138,53.8068028,9.6279245,54.00069188
974,Hodorf,Schleswig-Holstein,9.256138447,53.79354629,9.62494777,54.00616139
975,Hohenaspe,Schleswig-Holstein,9.330876577,53.8778155,9.719873889,54.09514571
976,Huje,Schleswig-Holstein,9.251398434,53.87533686,9.606679219,54.0824456
977,Kaaks,Schleswig-Holstein,9.280901887,53.88651948,9.650625887,54.09996768
978,Kleve,Schleswig-Holstein,9.206762035,53.86112966,9.588251731,54.06789973
979,Krummendiek,Schleswig-Holstein,9.241779103,53.84647492,9.585161995,54.04584846
980,Lohbarbek,Schleswig-Holstein,9.465157537,53.8378086,9.807975933,54.05632029
981,Mehlbek,Schleswig-Holstein,9.251984188,53.89558551,9.619127195,54.11693851
982,Moorhusen,Schleswig-Holstein,9.222852277,53.85213506,9.565373867,54.05810134
983,Oldendorf,Schleswig-Holstein,9.26577583,53.84642351,9.6329236,54.06522815
984,Ottenbüttel,Schleswig-Holstein,9.301612735,53.86609878,9.699721559,54.07312807
985,Peissen,Schleswig-Holstein,9.410814528,53.92527859,9.780537312,54.13864598
986,Schlotfeld,Schleswig-Holstein,9.387777609,53.84954091,9.76149809,54.05555003
987,Silzen,Schleswig-Holstein,9.460043582,53.92609055,9.810890049,54.13901561
988,Winseldorf,Schleswig-Holstein,9.437814563,53.83622265,9.785290993,54.05430318
989,Bahrenfleth,Schleswig-Holstein,9.264872494,53.75709191,9.635034522,53.9773009
990,Dägeling,Schleswig-Holstein,9.343059488,53.78024045,9.700874849,53.98485446
991,Elskop,Schleswig-Holstein,9.314956838,53.70350673,9.678716727,53.91021046
992,Grevenkop,Schleswig-Holstein,9.342674501,53.73324804,9.71237193,53.9421183
993,Krempe,Schleswig-Holstein,9.326507744,53.72703261,9.660478576,53.93831982
994,Kremperheide,Schleswig-Holstein,9.317250182,53.78798241,9.654180264,53.99086802
995,Krempermoor,Schleswig-Holstein,9.314926058,53.77960922,9.656385396,53.97440318
996,Neuenbrook,Schleswig-Holstein,9.329344559,53.75463514,9.729717777,53.9634095
997,Rethwisch,Schleswig-Holstein,9.422523503,53.76377379,9.784717805,53.97302199
998,Süderau,Schleswig-Holstein,9.354417618,53.71976188,9.737705152,53.93716298
999,Aasbüttel,Schleswig-Holstein,9.262406515,53.9649288,9.61380414,54.17325902
1000,Agethorst,Schleswig-Holstein,9.249774979,53.91657588,9.609373835,54.1279053
1001,Besdorf,Schleswig-Holstein,9.185538602,53.94974094,9.549536093,54.16092993
1002,Bokelrehm,Schleswig-Holstein,9.227294761,53.94279987,9.59353227,54.14027563
1003,Bokhorst,Schleswig-Holstein,9.13657209,53.88808915,9.579244009,54.15986818
1004,Christinenthal,Schleswig-Holstein,9.366272957,53.95309638,9.709307812,54.16106879
1005,Gribbohm,Schleswig-Holstein,9.141839882,53.90391964,9.540426667,54.12749389
1006,Hadenfeld,Schleswig-Holstein,9.283762937,53.9351904,9.618531306,54.13676559
